,rankings_blue_top,rankings_blue_jungle,rankings_blue_mid,rankings_blue_adc,rankings_blue_support,rankings_red_top,rankings_red_jungle,rankings_red_mid,rankings_red_adc,rankings_red_support,champ_winrate_blue_top,champ_winrate_blue_jungle,champ_winrate_blue_mid,champ_winrate_blue_adc,champ_winrate_blue_support,champ_winrate_red_top,champ_winrate_red_jungle,champ_winrate_red_mid,champ_winrate_red_adc,champ_winrate_red_support,champ_total_games_blue_top,champ_total_games_blue_jungle,champ_total_games_blue_mid,champ_total_games_blue_adc,champ_total_games_blue_support,champ_total_games_red_top,champ_total_games_red_jungle,champ_total_games_red_mid,champ_total_games_red_adc,champ_total_games_red_support,result
312,540,560,520,520,540,540,560,540,520,540,0.57,0.54,0.49,0.56,0.64,0.62,0.68,0.57,0.6,0.55,7,228,37,482,50,159,28,93,5,387,0
313,540,580,460,540,540,540,540,540,520,520,0.56,0.55,0.75,0.56,0.58,0.7,0.58,0.53,0.61,0.5,328,11,4,482,208,53,36,94,44,10,0
314,480,560,540,540,540,420,560,520,540,520,0.77,0.79,0.56,0.56,0.54,0.5,0.0,0.17,0.5,0.54,22,14,161,482,24,4,1,6,8,230,0
315,540,540,540,520,540,540,520,540,540,520,0.43,0.5,0.5,0.56,0.52,0.5,0.67,1.0,0.8,0.48,49,2,6,482,202,6,3,1,5,82,0
316,520,540,560,540,520,540,560,540,540,540,0.52,0.6,0.55,0.6,0.68,0.45,0.64,0.67,0.56,0.53,166,5,322,30,121,29,50,106,482,30,1
317,480,520,480,480,480,480,480,540,540,580,0.5,0.53,0.63,0.86,0.44,0.0,0.59,0.73,0.56,0.56,2,203,40,7,9,2,29,22,482,102,1
318,560,460,540,540,520,520,540,520,540,540,0.75,0.71,0.62,0.42,0.77,0.6,0.5,0.55,0.56,0.5,4,7,39,19,22,20,6,56,482,237,0
319,520,520,540,520,480,540,520,480,540,540,1.0,0.2,0.62,0.6,0.8,0.0,0.61,0.56,0.56,0.5,3,5,26,42,15,1,23,45,482,28,1
320,540,520,520,560,560,540,560,540,540,540,0.67,0.0,0.64,0.4,0.53,0.46,0.44,0.56,0.56,0.65,15,3,50,5,135,11,23,107,482,17,0
321,520,540,560,460,520,520,540,480,540,480,0.55,0.57,0.86,0.58,0.54,0.57,0.5,0.0,0.56,0.0,157,46,14,12,688,69,92,3,482,3,1
322,520,520,540,540,540,540,460,480,480,520,1.0,0.54,0.49,0.56,0.46,0.2,0.0,0.53,0.5,0.0,1,63,33,482,22,5,3,38,6,1,0
323,520,540,520,460,520,540,520,520,520,540,0.49,0.57,0.33,0.54,0.5,0.49,0.67,0.36,0.56,0.57,154,23,9,24,38,81,24,31,482,21,0
324,540,540,520,520,540,520,520,520,560,520,0.56,0.56,0.36,0.5,1.0,0.43,0.53,0.0,0.44,0.33,482,317,31,2,1,7,17,3,18,3,0
325,520,520,520,520,480,520,540,520,520,540,0.52,0.0,0.22,0.58,0.42,1.0,0.58,1.0,0.49,0.65,23,1,9,38,67,3,108,1,78,200,0
326,660,680,660,680,660,660,660,680,680,640,0.5,0.67,1.0,0.44,0.62,0.51,0.41,0.54,0.55,0.61,2,12,3,39,94,83,27,218,74,126,0
327,660,660,660,680,660,680,680,660,660,680,0.5,0.25,0.61,0.48,0.53,0.66,0.59,0.58,0.65,0.5,84,8,308,60,102,187,114,50,63,2,0
328,660,660,660,640,660,660,660,580,680,680,0.6,0.59,0.61,0.65,0.54,0.44,0.7,0.47,0.53,0.5,5,114,308,63,26,32,10,15,57,4,0
329,640,640,640,660,660,660,640,660,640,660,0.54,0.25,0.65,0.33,0.56,1.0,0.51,1.0,0.48,0.71,276,4,76,15,513,1,35,1,50,17,0
330,660,660,660,640,660,660,660,660,640,640,0.61,0.54,0.44,0.61,0.59,0.55,0.56,0.53,0.48,0.55,308,260,136,246,341,51,41,74,387,11,0
331,580,640,660,640,640,640,580,640,640,640,0.69,0.62,0.44,0.62,0.61,0.67,0.5,0.63,0.0,0.53,13,52,16,21,18,9,2,8,3,116,0
332,680,660,660,640,640,660,640,660,580,660,0.53,1.0,0.61,0.57,0.57,0.41,0.58,0.43,0.58,0.56,681,3,308,44,7,42,134,7,55,16,0
333,660,660,660,660,660,640,680,660,660,640,0.56,0.56,0.54,0.68,0.39,0.5,0.61,0.61,0.54,0.75,670,27,282,53,23,2,287,308,13,20,1
334,640,640,660,640,640,660,660,640,660,660,0.5,0.69,0.61,0.5,0.75,0.57,0.54,0.57,0.59,0.58,4,71,308,6,20,139,107,14,66,123,0
335,660,680,660,660,640,680,660,680,660,680,0.5,0.47,0.61,0.55,0.75,0.58,0.56,0.39,0.64,0.59,2,45,308,20,20,81,16,18,11,341,0
336,640,660,660,660,660,640,660,640,640,620,0.59,0.5,0.61,0.52,0.6,0.0,0.56,0.64,0.4,0.55,41,46,308,290,78,1,985,25,5,141,0
337,660,660,660,660,660,640,660,660,660,660,0.53,0.77,0.57,0.49,0.5,0.67,0.44,0.61,0.53,0.58,19,22,397,110,135,6,9,308,198,121,1
338,640,640,660,580,620,580,680,640,660,660,0.55,0.67,0.61,0.7,0.75,0.0,0.56,0.45,0.54,0.33,383,6,308,10,20,1,36,49,71,3,0
339,640,640,640,580,620,640,660,660,640,660,0.51,0.55,0.61,0.63,0.75,0.68,0.36,0.23,0.64,0.43,193,85,308,8,20,40,22,13,11,14,0
340,580,620,640,620,560,580,580,640,640,620,0.64,0.44,0.51,0.58,0.86,0.67,0.61,0.61,0.45,0.75,127,41,84,31,7,6,18,308,38,20,0
341,660,620,640,640,660,580,660,640,580,620,0.5,0.56,0.54,0.0,0.65,0.5,0.5,0.61,0.6,0.75,10,215,215,1,66,6,145,308,10,20,0
342,620,660,640,640,620,640,640,660,640,640,0.46,0.56,0.61,0.54,0.75,0.59,0.4,0.33,0.45,0.5,13,720,308,223,20,274,5,3,40,4,0
343,640,620,640,660,620,640,640,640,640,640,0.5,0.5,0.61,0.45,0.62,0.53,0.57,0.53,0.61,0.25,2,16,308,49,233,17,237,358,119,4,0
344,680,640,620,620,620,580,660,660,660,640,0.45,0.55,0.42,0.0,0.48,0.56,0.55,0.56,0.47,0.58,20,42,123,2,25,219,112,408,53,130,0
345,640,640,660,640,0,640,540,640,580,620,0.69,0.75,0.56,0.63,0.43,0.58,0.63,0.61,0.4,0.75,36,4,16,38,7,102,8,308,5,20,1
346,640,620,660,660,640,660,640,640,660,620,0.56,0.64,0.58,0.62,0.5,0.56,0.71,0.61,0.54,0.75,9,11,133,99,2,9,7,308,149,20,0
347,660,620,640,640,640,640,640,640,640,660,0.71,1.0,0.58,0.67,0.65,0.58,0.52,0.61,0.53,0.49,24,3,371,3,17,287,31,308,839,179,1
348,640,660,640,640,640,640,660,640,640,640,0.65,0.56,0.44,0.48,0.63,0.62,0.23,0.69,0.86,0.63,228,88,16,92,24,13,13,58,7,78,0
349,660,680,640,660,660,660,660,660,660,660,0.59,0.0,0.61,0.54,0.58,0.6,0.6,1.0,0.53,0.6,117,1,308,41,92,63,241,2,30,79,0
350,640,640,640,660,620,660,660,640,640,640,0.52,0.54,0.5,0.75,0.61,0.56,0.46,0.61,0.25,1.0,478,28,2,4,285,45,26,308,36,1,0
351,660,640,640,640,640,640,660,640,660,660,0.36,0.53,0.61,0.63,0.43,0.47,0.65,0.54,0.63,0.73,31,254,308,105,37,15,17,550,24,11,0
352,540,580,540,0,580,640,640,620,620,640,0.69,0.67,0.69,1.0,0.53,0.5,0.25,0.57,0.55,0.58,13,12,16,1,30,2,4,291,42,26,1
353,640,620,660,640,640,580,640,660,660,660,0.71,0.25,0.6,0.45,0.43,0.58,0.55,0.5,0.55,0.48,17,4,410,114,21,135,42,10,281,40,0
354,620,620,620,580,620,580,580,640,580,620,0.5,0.63,0.53,0.67,0.44,0.5,0.39,1.0,0.44,0.54,50,56,36,3,57,44,13,2,9,501,0
355,640,640,620,620,640,620,620,580,640,580,0.63,0.71,0.62,0.67,0.48,0.56,0.61,0.25,0.33,0.43,30,7,21,3,46,43,158,4,27,7,1
356,580,580,580,620,580,620,620,640,640,620,0.52,0.38,0.6,0.57,0.0,0.66,0.42,0.8,0.52,0.53,31,16,5,35,2,29,26,10,33,38,0
357,580,620,560,580,580,580,620,620,620,580,0.5,0.6,0.5,0.45,0.5,0.75,0.66,0.52,0.53,0.43,97,35,6,20,6,4,59,346,15,7,0
358,620,580,620,620,580,620,640,640,640,620,0.0,0.36,0.59,0.53,0.0,0.53,0.65,0.5,0.68,1.0,3,14,102,17,2,132,31,4,47,3,0
359,620,560,620,620,640,640,640,640,580,640,0.64,0.5,0.42,0.57,0.3,0.7,0.6,0.64,0.67,0.52,22,2,69,30,20,10,77,104,3,202,0
360,620,640,660,540,620,560,620,660,640,640,0.58,0.54,0.62,0.67,1.0,0.63,0.0,0.59,0.5,0.54,36,632,309,3,1,19,2,323,10,28,0
361,580,620,620,640,580,560,560,560,560,620,0.63,0.51,0.57,0.56,0.64,0.0,0.55,0.61,0.63,0.38,16,791,76,223,14,1,31,44,65,8,1
362,580,580,560,0,580,640,480,480,580,560,0.62,0.56,0.63,0.0,0.38,1.0,0.5,0.33,0.6,0.54,69,9,38,2,8,1,2,3,5,92,0
363,620,580,580,560,620,520,0,580,560,0,0.56,0.52,0.5,0.76,0.71,0.0,0.5,0.58,0.5,0.5,9,219,4,25,7,1,2,12,4,2,1
364,620,580,640,580,560,560,580,620,640,0,0.47,0.59,0.51,0.62,0.56,0.25,0.55,0.5,0.4,0.43,265,228,552,87,64,16,22,16,35,7,1
365,620,560,560,620,560,620,580,560,640,0,0.64,0.0,0.0,0.0,0.58,0.59,0.53,0.6,1.0,0.5,97,1,2,2,12,22,17,5,6,2,0
366,580,560,560,620,0,640,580,0,580,580,0.5,0.64,0.0,0.49,0.5,0.38,0.75,0.56,0.75,0.52,72,22,2,49,2,8,12,18,4,285,0
367,580,580,580,620,0,660,520,620,620,560,0.25,0.44,0.5,0.44,0.43,0.6,0.55,0.54,0.75,0.68,4,48,72,16,7,52,11,41,8,60,0
368,640,640,560,580,640,580,660,640,640,0,0.61,0.42,0.4,0.38,0.38,0.5,0.6,0.62,0.55,0.43,43,24,5,8,24,2,534,95,155,7,0
369,620,580,580,0,640,640,640,660,520,580,0.47,0.56,0.67,1.0,0.49,0.83,0.56,0.67,0.0,0.58,265,32,18,1,333,6,156,120,1,71,0
370,660,660,660,680,680,640,660,640,680,640,0.54,0.56,0.67,0.59,0.5,0.5,0.68,0.53,0.4,0.44,37,720,18,17,42,2,41,116,35,57,0
371,660,680,680,660,640,680,660,680,660,660,0.49,0.4,0.59,0.55,0.49,0.58,0.56,0.6,0.66,0.59,195,10,562,417,35,599,720,70,29,162,0
372,680,660,680,680,700,580,640,620,660,640,0.58,0.56,0.58,0.62,0.6,0.33,0.0,0.57,0.67,0.39,599,720,325,37,99,12,1,77,9,36,0
373,680,680,660,660,680,680,660,660,640,660,0.69,0.55,0.5,0.61,1.0,0.2,0.56,0.56,0.56,0.5,115,112,4,119,1,25,720,89,9,186,1
374,580,660,640,660,580,620,660,640,640,640,0.5,0.8,0.67,0.53,1.0,0.4,0.56,0.0,0.67,0.17,2,15,3,36,1,5,720,4,18,6,1
375,660,660,680,680,660,680,660,680,680,660,0.71,0.56,0.53,0.52,1.0,0.23,0.5,0.57,0.55,0.5,69,720,273,95,1,13,4,184,485,2,0
376,660,660,660,660,680,660,620,680,680,640,0.33,0.58,0.46,0.55,0.6,0.83,0.82,0.55,0.56,0.79,6,267,72,33,206,6,27,29,16,19,0
377,640,620,660,660,660,660,660,660,660,660,0.65,0.58,0.5,0.86,0.33,0.63,1.0,0.53,1.0,0.5,88,40,52,7,3,41,12,36,1,48,0
378,640,620,640,680,640,660,660,640,620,640,0.75,0.44,0.61,0.55,0.25,0.55,0.56,0.55,0.42,0.59,4,9,18,165,8,249,720,267,24,500,1
379,660,660,660,660,640,680,680,660,640,680,0.57,0.56,0.5,0.64,0.59,0.58,0.58,0.5,0.5,0.51,124,720,52,11,68,81,224,2,86,785,0
380,660,680,660,660,660,620,660,660,640,660,0.67,0.58,0.69,0.4,0.61,0.53,0.56,0.0,0.59,0.38,15,38,16,126,69,118,720,1,93,8,1
381,660,660,660,680,660,680,660,660,660,660,0.0,0.2,0.74,0.54,0.52,0.75,0.56,0.46,0.7,0.58,1,10,23,63,115,4,720,11,57,132,0
382,640,660,640,640,620,640,660,660,640,660,0.66,0.56,0.63,0.57,0.5,0.0,0.33,0.61,0.57,0.5,29,720,60,7,4,1,3,23,14,4,0
383,660,680,680,680,660,680,660,660,0,580,0.46,0.63,0.4,0.56,0.75,0.55,0.56,0.0,0.44,0.77,28,251,5,279,4,445,720,1,9,53,1
384,640,660,640,620,640,660,640,580,660,620,0.57,0.56,0.54,1.0,0.59,0.32,0.5,0.56,0.54,0.5,86,720,81,2,32,19,6,9,434,2,0
385,640,660,620,660,660,680,660,680,640,640,0.36,0.56,0.39,0.55,0.43,0.66,0.67,0.52,0.52,0.53,11,720,26,172,67,187,12,21,60,81,0
386,660,660,660,640,680,680,680,680,640,680,0.6,0.56,0.58,0.71,0.69,0.5,0.51,0.45,0.0,0.52,45,720,50,24,13,12,695,20,1,440,0
387,660,660,660,640,620,640,580,580,660,660,0.33,0.56,0.0,0.75,0.35,0.62,0.67,0.62,0.55,0.45,9,720,1,8,17,52,3,52,273,40,0
388,660,620,660,680,680,680,660,680,660,640,0.55,0.55,0.44,0.5,0.51,0.18,0.56,0.78,0.36,0.65,51,793,23,164,43,11,720,114,11,20,0
389,680,660,660,660,620,660,660,580,700,580,0.56,0.53,0.64,0.53,0.58,0.49,0.56,0.5,0.58,0.5,670,274,89,150,153,69,720,2,393,18,1
390,680,660,660,660,680,680,680,700,680,680,0.63,0.56,0.54,0.31,0.58,0.56,0.7,0.62,0.33,0.58,8,720,52,13,26,18,40,314,12,73,0
391,680,660,680,680,640,660,660,640,640,680,0.52,0.56,0.58,0.33,0.6,0.5,0.57,0.55,0.67,0.55,93,720,12,12,10,4,651,11,3,66,0
392,620,660,640,660,640,580,620,620,680,640,0.67,0.56,0.5,0.61,0.58,0.53,0.5,0.55,0.48,0.52,144,720,4,137,119,406,4,62,23,174,0
393,640,680,660,660,660,680,660,680,640,660,0.53,0.6,0.69,0.4,0.58,0.4,0.56,0.5,0.54,0.4,62,264,13,5,439,5,720,4,103,15,0
394,680,680,680,680,640,680,660,700,680,680,0.54,0.86,0.69,0.55,0.4,0.5,0.56,0.46,0.4,0.53,157,7,16,60,15,80,720,22,25,676,1
395,660,660,680,660,640,660,660,700,680,640,0.67,0.56,0.53,0.57,0.56,0.58,0.5,0.56,0.55,0.45,15,720,382,107,27,395,30,208,178,20,0
396,680,680,680,660,680,680,680,680,680,700,0.6,0.56,0.59,0.42,0.53,0.9,0.86,0.53,0.68,0.74,20,720,251,38,666,10,7,382,106,85,0
397,680,660,680,640,680,700,680,680,660,700,0.62,0.56,0.59,0.29,0.55,0.63,0.56,0.56,0.57,0.6,26,720,251,21,287,75,459,165,145,95,0
398,660,680,660,680,660,680,680,660,700,680,0.57,0.56,0.13,0.54,0.48,0.54,0.5,0.5,0.38,0.49,302,720,8,24,61,243,52,120,16,197,0
399,540,0,660,580,620,580,560,640,560,580,0.0,0.0,0.0,0.56,0.5,0.71,0.61,0.53,0.67,0.73,1,1,1,18,258,7,18,17,39,33,0
400,640,640,620,640,640,640,620,640,660,640,0.54,1.0,0.46,0.31,0.58,0.55,0.59,0.53,0.43,0.61,266,3,13,13,55,20,615,201,14,132,1
401,680,580,560,660,680,660,680,680,620,580,0.55,0.5,0.83,0.65,0.53,0.33,0.67,0.25,0.14,0.67,126,2,6,46,346,3,3,8,7,3,0
402,620,640,580,640,660,660,660,620,640,580,0.58,0.62,0.5,0.72,0.73,0.56,0.33,0.59,0.62,0.0,144,39,14,88,33,43,6,46,104,2,1
403,660,680,660,660,640,660,680,640,640,660,0.67,0.5,0.56,0.65,0.56,0.55,0.75,0.53,0.51,0.59,3,52,484,46,152,11,8,344,35,17,0
404,640,680,640,660,660,680,660,660,660,660,0.44,0.0,0.55,0.58,0.56,0.5,0.52,0.55,0.51,0.54,16,2,20,97,43,758,640,11,78,37,0
405,640,640,640,660,620,640,660,640,640,660,0.7,0.57,0.63,0.63,0.63,0.56,0.58,0.5,0.68,0.4,20,129,367,92,30,18,224,14,31,10,1
406,660,640,640,660,640,580,580,640,640,640,0.54,0.3,0.56,0.43,0.56,0.75,0.55,1.0,0.6,0.54,103,23,310,14,34,4,20,7,30,13,0
407,640,620,640,660,640,660,620,640,640,660,0.66,0.49,0.5,1.0,0.56,0.5,0.59,0.5,0.67,0.57,110,39,8,1,221,8,41,4,12,226,0
408,660,640,660,660,660,640,680,660,680,640,0.63,0.65,0.5,0.6,0.55,0.5,0.67,0.56,0.6,0.62,243,26,205,30,266,22,18,86,78,102,0
409,360,320,360,320,320,380,260,420,360,320,0.5,0.77,0.5,0.5,0.61,0.0,0.0,0.25,0.5,0.0,12,17,4,6,23,1,1,4,2,1,1
410,0,0,320,380,260,380,0,340,360,320,0.0,0.62,0.25,0.57,0.5,0.64,1.0,0.33,0.5,0.42,6,13,4,7,4,11,1,3,4,103,0
411,240,260,340,220,280,240,260,260,320,280,1.0,0.54,0.25,0.6,0.6,0.5,0.0,0.65,0.57,0.56,1,97,4,5,42,4,2,17,54,9,1
412,420,260,360,280,0,0,380,0,380,0,0.57,0.63,0.53,0.51,1.0,0.5,0.25,0.5,0.57,0.43,14,8,15,78,1,2,4,2,7,7,1
413,320,360,280,380,0,280,0,360,360,0,0.75,0.53,0.61,0.57,0.43,0.0,0.0,0.5,0.0,0.5,4,17,18,7,7,1,1,6,1,2,0
414,480,460,420,540,420,420,420,480,420,480,0.0,0.5,0.43,0.58,0.33,0.6,0.5,0.75,1.0,0.33,6,4,7,24,6,25,2,24,4,3,0
415,440,540,460,480,520,520,520,480,440,520,1.0,0.5,0.64,0.5,0.9,0.56,0.67,0.0,0.67,0.63,2,10,11,10,10,9,6,1,12,46,1
416,520,520,520,480,520,480,520,480,480,520,0.52,0.65,0.59,0.42,0.52,0.4,0.52,0.33,0.5,0.4,25,17,27,19,189,5,21,6,38,5,1
417,480,520,480,520,460,540,480,520,480,540,0.0,0.5,0.33,0.55,0.29,0.29,0.59,0.5,0.65,0.48,5,34,6,38,14,14,22,2,89,101,0
418,480,520,520,520,520,520,480,480,520,480,0.53,0.52,0.44,0.29,0.63,0.55,0.57,0.33,0.55,0.33,122,98,36,7,41,350,7,6,29,12,0
419,460,460,480,460,520,580,520,540,420,520,0.0,0.5,0.0,0.1,0.5,0.53,0.67,0.45,0.59,0.73,2,4,6,10,14,109,6,56,17,11,0
420,480,540,540,520,540,540,520,540,520,540,0.0,0.0,0.57,0.73,0.49,0.25,0.4,0.5,0.56,0.6,6,1,536,11,127,8,15,4,136,208,0
421,480,520,540,520,520,520,520,480,520,540,0.45,0.61,0.88,1.0,0.43,0.5,0.0,0.0,0.6,0.42,20,275,16,2,35,4,3,1,50,26,1
422,480,540,480,480,520,440,540,480,520,540,0.4,0.6,0.56,0.75,0.47,0.52,0.17,0.33,0.57,0.59,5,5,9,4,71,21,6,6,54,22,1
423,480,520,480,540,480,540,480,560,520,0,0.67,0.5,0.0,0.62,0.33,0.58,0.75,0.8,0.55,0.5,3,6,6,50,3,320,4,5,312,2,0
424,520,480,480,460,560,560,0,520,540,520,0.6,0.67,0.33,0.56,0.0,1.0,1.0,0.67,0.54,0.56,10,15,6,48,1,1,1,3,69,34,0
425,520,540,560,560,520,540,560,0,480,520,0.33,0.33,0.67,0.8,0.25,0.64,0.4,0.0,0.61,0.59,3,6,6,15,8,63,45,1,28,22,1
426,0,520,0,460,460,420,520,480,0,520,1.0,0.54,1.0,0.62,0.8,0.44,0.45,0.5,0.43,0.25,1,99,2,26,5,16,49,2,14,8,0
427,520,560,520,480,0,540,540,480,520,540,0.59,0.25,0.5,0.5,0.0,1.0,0.7,1.0,0.44,1.0,108,8,10,4,1,1,64,2,32,1,0
428,520,0,540,460,480,540,0,480,460,440,0.67,0.0,0.4,0.72,0.38,1.0,0.71,0.4,1.0,0.64,49,1,10,39,8,2,28,5,1,39,0
429,0,580,560,560,540,460,580,480,540,520,0.0,0.0,0.53,0.58,0.46,0.33,0.63,1.0,0.59,0.5,6,3,286,40,11,6,65,1,152,2,0
430,520,540,520,580,560,520,0,0,560,520,0.75,0.52,0.71,0.57,0.52,0.0,0.6,0.0,0.7,0.38,4,82,34,37,21,2,5,1,20,8,1
431,540,540,480,480,480,540,520,0,0,480,1.0,0.5,0.57,0.56,0.48,0.57,0.5,0.0,0.7,0.0,1,2,7,50,23,44,12,1,10,3,1
432,580,620,620,640,640,620,660,640,640,640,0.37,0.78,0.6,0.45,0.14,0.5,0.56,0.56,0.61,0.62,19,9,10,49,7,4,720,36,119,53,0
433,620,660,640,640,620,660,640,620,640,640,0.5,0.56,0.65,0.58,0.56,0.0,0.63,0.0,0.47,0.45,4,720,138,124,25,1,8,5,55,31,0
434,420,360,420,380,380,440,420,380,340,460,0.67,0.5,0.43,0.63,0.5,0.76,0.67,0.56,0.36,0.44,3,10,7,27,8,29,3,18,11,18,0
435,420,420,420,380,420,420,420,420,340,420,0.71,1.0,0.4,0.59,0.5,0.91,0.17,0.39,0.75,0.52,35,4,5,139,4,11,6,18,4,27,0
436,440,440,420,420,440,380,420,460,520,420,0.58,0.65,0.5,0.6,0.61,0.29,0.63,0.53,0.37,0.5,285,17,24,10,54,7,8,15,46,36,1
437,440,420,460,440,420,420,420,460,460,460,0.5,0.4,0.33,0.56,0.67,0.67,0.56,0.68,0.46,0.49,2,5,3,34,6,3,32,28,120,55,0
438,420,440,460,460,420,440,440,460,460,440,0.5,0.58,0.53,0.44,0.44,0.49,0.64,0.4,0.57,0.49,4,375,15,36,9,47,11,5,98,229,0
439,460,420,420,420,380,440,420,440,440,440,1.0,0.63,1.0,0.73,0.61,0.54,0.2,0.48,0.21,0.39,1,62,1,15,23,50,10,124,14,18,0
440,440,440,440,440,420,460,520,420,420,440,0.56,0.6,0.63,0.47,0.62,0.68,0.69,0.29,0.67,0.51,18,114,272,15,47,28,91,7,15,170,0
441,360,440,480,440,440,420,460,380,440,440,0.65,0.47,0.59,0.68,0.6,0.25,0.0,0.0,0.32,0.0,23,70,22,34,309,4,1,1,19,2,1
442,540,520,520,520,520,480,540,520,480,540,0.6,0.38,0.0,0.57,0.67,0.7,0.76,0.64,0.56,0.55,324,8,1,54,3,54,21,14,9,42,0
443,520,520,520,480,520,520,520,520,540,520,0.45,0.47,0.55,0.38,0.51,0.71,0.38,0.44,0.63,0.62,69,55,485,8,539,7,8,27,81,110,0
444,480,520,480,520,480,520,520,520,520,460,0.67,0.49,0.57,0.48,0.61,0.59,0.42,0.6,0.59,0.68,6,37,108,23,92,78,12,103,101,25,0
445,420,480,480,560,520,520,520,520,540,520,0.33,1.0,0.65,0.52,0.5,0.64,0.48,0.59,0.56,0.25,3,2,97,23,126,33,29,101,32,4,1
446,480,520,520,460,440,520,520,520,520,460,1.0,0.65,1.0,0.47,0.53,0.45,0.5,0.48,0.46,0.5,1,26,1,30,403,20,4,31,35,6,1
447,520,480,520,520,480,480,520,520,480,480,0.75,0.52,0.41,0.43,0.36,0.67,0.38,0.58,0.69,0.56,8,172,58,51,11,3,8,358,16,41,0
448,520,520,520,520,520,480,480,540,520,520,0.5,0.28,0.6,0.7,0.51,0.64,0.61,0.5,0.57,0.83,10,18,5,10,311,11,46,2,49,12,0
449,440,580,520,480,480,520,460,540,540,460,0.53,0.0,0.38,0.6,0.5,0.38,0.56,1.0,0.43,0.63,58,2,8,5,2,21,39,1,21,8,0
450,520,520,520,520,540,540,520,520,520,480,0.25,0.6,0.44,0.52,0.31,0.62,0.62,0.5,0.68,0.63,8,10,34,46,16,92,189,299,138,94,0
451,540,540,520,480,520,520,480,520,520,520,0.5,0.5,0.38,0.57,0.51,0.5,0.69,0.53,0.33,0.59,4,8,8,21,49,6,13,59,3,257,0
452,480,520,520,520,480,480,520,520,520,520,0.57,0.64,0.25,0.36,0.5,0.75,0.58,0.28,0.56,0.53,90,25,4,14,2,4,24,18,32,36,0
453,520,540,520,520,520,480,480,520,540,480,1.0,0.66,0.38,0.49,0.57,0.5,0.2,0.43,0.6,0.5,5,35,8,344,438,6,5,7,25,4,0
454,520,520,520,540,540,540,520,540,460,520,0.17,0.54,0.38,0.56,0.75,0.55,0.59,0.54,0.67,1.0,6,67,8,32,12,40,178,59,3,1,0
455,460,520,520,520,520,520,460,520,560,520,0.56,0.54,0.57,1.0,0.39,0.57,0.61,0.38,0.17,0.36,45,57,7,1,18,21,18,8,6,22,1
456,480,480,520,460,520,420,580,520,520,520,0.59,0.0,0.0,0.27,0.67,0.67,0.5,0.38,0.92,0.63,81,1,1,11,12,67,2,8,50,27,0
457,520,520,520,480,520,520,520,520,520,480,0.56,0.74,0.53,0.61,0.53,0.59,0.5,0.33,0.46,0.62,18,31,103,49,169,204,28,3,52,66,0
458,560,480,460,520,520,520,520,520,560,440,1.0,0.44,1.0,0.54,0.32,0.67,0.38,0.61,0.54,0.43,7,9,5,288,25,3,8,216,26,63,1
459,520,520,520,520,520,520,480,460,520,520,0.33,0.43,0.52,0.71,0.56,0.28,0.44,0.67,0.7,0.54,3,21,436,7,9,18,9,18,10,28,0
460,520,480,520,540,520,520,540,480,520,520,0.5,0.4,0.54,0.48,0.51,0.38,0.56,0.54,0.56,0.44,16,15,37,31,155,8,71,24,32,16,1
461,560,520,520,520,520,540,540,520,520,540,0.4,0.0,0.49,0.47,0.43,1.0,0.5,0.7,0.4,0.55,10,1,87,19,145,3,2,73,76,157,0
462,520,520,520,520,520,520,480,520,520,520,1.0,0.67,0.36,0.33,0.5,0.49,0.25,0.67,0.36,0.58,2,15,14,6,2,37,4,3,11,19,0
463,520,540,520,460,440,520,520,520,420,540,0.57,0.5,0.33,0.25,0.44,0.43,1.0,0.43,0.6,1.0,7,4,3,4,25,7,3,21,30,2,0
464,520,540,520,520,540,540,540,540,520,540,0.47,0.4,0.33,0.33,0.52,0.66,0.56,0.51,0.63,0.67,49,25,9,6,66,108,39,112,8,6,0
465,480,520,480,520,520,520,480,480,520,480,0.44,0.42,0.0,0.59,0.0,0.52,0.8,0.61,0.43,0.62,16,26,2,179,5,25,5,74,21,13,0
466,520,520,520,520,520,520,560,520,540,520,0.52,0.61,0.51,0.5,0.48,0.25,0.5,0.51,0.63,0.56,25,134,162,46,27,4,2,87,24,77,0
467,520,520,480,520,520,460,520,520,480,520,0.38,0.54,0.48,0.49,0.46,0.51,0.5,0.57,0.65,0.54,8,13,21,229,11,165,12,7,51,65,0
468,520,540,480,520,540,520,520,520,480,520,0.36,0.44,0.5,0.63,0.5,0.46,0.55,0.57,1.0,0.65,11,18,8,24,12,82,80,7,4,69,0
469,520,540,560,560,480,520,520,540,560,560,0.48,0.52,0.52,0.54,0.5,0.57,0.75,0.54,0.53,0.56,31,140,25,120,4,7,16,13,45,152,0
470,560,540,520,540,560,540,540,560,540,560,0.44,0.53,0.55,0.59,0.59,0.67,0.52,0.62,0.52,0.53,211,15,183,160,172,3,140,37,119,248,0
471,540,540,540,540,560,560,540,560,540,540,0.55,0.58,0.7,1.0,0.57,0.52,0.52,0.6,0.54,0.56,275,12,10,1,28,27,140,15,416,50,1
472,540,460,540,540,540,540,540,460,480,480,0.63,0.71,0.42,0.53,0.4,0.4,0.52,0.63,1.0,1.0,16,24,19,19,30,10,140,8,3,4,0
473,540,560,0,560,560,540,540,540,560,480,0.58,0.6,1.0,0.58,1.0,0.5,0.54,0.5,0.33,0.25,136,67,1,532,5,20,262,16,6,4,1
